Domain	Phylum	Class	Order	Family	Genus	Species	Strain
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_periodonticum	Fusobacterium_periodonticum_unclassified
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_ulcerans	k__Bacteria
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_ulcerans	Fusobacterium_ulcerans_unclassified
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_varium	k__Bacteria
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium_varium	GCF_000159915
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_unclassified	k__Bacteria
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_wadei	k__Bacteria
k__Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia_wadei	Leptotrichia_wadei_unclassified
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia_mirabilis	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia_mirabilis	GCF_000186425
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_noname	Burkholderiales_noname	Burkholderiales_bacterium_1_1_47	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_noname	Burkholderiales_noname	Burkholderiales_bacterium_1_1_47	GCF_000144975
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter_formigenes	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter_formigenes	GCF_000158495
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter_formigenes	Oxalobacter_formigenes_unclassified
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella_excrementihominis	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella_excrementihominis	GCF_000205025
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_wadsworthensis	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_wadsworthensis	GCF_000186505
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_wadsworthensis	GCF_000297775
k__Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella_wadsworthensis	Sutterella_wadsworthensis_unclassified
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella_corrodens	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Eikenella	Eikenella_corrodens	Eikenella_corrodens_unclassified
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_flavescens	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_flavescens	Neisseria_flavescens_unclassified
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_meningitidis	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_meningitidis	Neisseria_meningitidis_unclassified
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_subflava	k__Bacteria
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_subflava	GCF_000173955
k__Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus_sp_oral_taxon_041	k__Bacteria
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Desulfobulbus_sp_oral_taxon_041	Desulfobulbus_sp_oral_taxon_041_unclassified
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila_wadsworthia	k__Bacteria
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila_wadsworthia	GCF_000185705
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_desulfuricans	k__Bacteria
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_desulfuricans	Desulfovibrio_desulfuricans_unclassified
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_desulfuricans	GCF_000022125
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_desulfuricans	GCF_000420465
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_piger	k__Bacteria
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_piger	GCF_000156375
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_vulgaris	k__Bacteria
k__Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio_vulgaris	Desulfovibrio_vulgaris_unclassified
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	k__Bacteria
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_concisus	GCF_000017725
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	k__Bacteria
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_gracilis	GCF_000175875
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_hominis	k__Bacteria
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_hominis	GCF_000017585
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	k__Bacteria
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_showae	Campylobacter_showae_unclassified
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_upsaliensis	k__Bacteria
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_upsaliensis	Campylobacter_upsaliensis_unclassified
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_ureolyticus	k__Bacteria
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_ureolyticus	Campylobacter_ureolyticus_unclassified
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_cinaedi	k__Bacteria
k__Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter_cinaedi	Helicobacter_cinaedi_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_caviae	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_caviae	GCF_000208825
k__Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_media	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_media	GCF_000287215
k__Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_veronii	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_veronii	Aeromonas_veronii_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Cardiobacteriaceae	Cardiobacterium	Cardiobacterium_valvarum	GCF_000239355
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter_freundii	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter_freundii	Citrobacter_freundii_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter_koseri	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter_koseri	GCF_000018045
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Citrobacter_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter_sakazakii	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter_sakazakii	Cronobacter_sakazakii_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Cronobacter_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae_noname	Enterobacteriaceae_bacterium_9_2_54FAA	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae_noname	Enterobacteriaceae_bacterium_9_2_54FAA	GCF_000185685
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_aerogenes	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_aerogenes	Enterobacter_aerogenes_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_cancerogenus	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_cancerogenus	GCF_000155995
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_cloacae	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_cloacae	Enterobacter_cloacae_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_mori	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_mori	GCF_000211415
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_sp_MGH_8	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Enterobacter_sp_MGH_8	GCF_000474805
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia_albertii	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia_albertii	Escherichia_albertii_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia_coli	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia_coli	Escherichia_coli_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia_hermannii	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia_hermannii	GCF_000248015
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia	Hafnia_alvei	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Hafnia	Hafnia_alvei	GCF_000239255
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_oxytoca	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_oxytoca	Klebsiella_oxytoca_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_pneumoniae	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_pneumoniae	Klebsiella_pneumoniae_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_sp_MS_92_3	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_sp_MS_92_3	GCF_000195655
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_variicola	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella_variicola	GCF_000025465
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	Morganella_morganii	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	Morganella_morganii	GCF_000286435
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pantoea	Pantoea_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus_mirabilis	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus_mirabilis	Proteus_mirabilis_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus_penneri	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus_penneri	GCF_000155835
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	Proteus_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia_stuartii	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Providencia_stuartii	Providencia_stuartii_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella_ornithinolytica	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Raoultella	Raoultella_ornithinolytica	GCF_000367425
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia_marcescens	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	Serratia_marcescens	Serratia_marcescens_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella_sonnei	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Shigella	Shigella_sonnei	Shigella_sonnei_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	Actinobacillus_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_aphrophilus	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_aphrophilus	Aggregatibacter_aphrophilus_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_segnis	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_segnis	GCF_000185305
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	Aggregatibacter_unclassified	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_haemolyticus	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_haemolyticus	GCF_000262285
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_parainfluenzae	Haemophilus_parainfluenzae_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_pittmaniae	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_pittmaniae	GCF_000223275
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_sputorum	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus_sputorum	Haemophilus_sputorum_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_aeruginosa	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_aeruginosa	Pseudomonas_aeruginosa_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fragi	k__Bacteria
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_fragi	Pseudomonas_fragi_unclassified
k__Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas_unclassified	k__Bacteria
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium_fastidiosum	k__Bacteria
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Fretibacterium	Fretibacterium_fastidiosum	GCF_000210715
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella_anthropi	k__Bacteria
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella_anthropi	Jonquetella_anthropi_unclassified
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Jonquetella	Jonquetella_unclassified	k__Bacteria
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pyramidobacter_piscolens	k__Bacteria
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Pyramidobacter_piscolens	GCF_000177335
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes_sp_3_1_syn1	k__Bacteria
k__Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes_sp_3_1_syn1	GCF_000238615
k__Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma_hominis	k__Bacteria
k__Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma_hominis	Mycoplasma_hominis_unclassified
k__Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	Akkermansia_muciniphila	k__Bacteria
k__Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	Akkermansia_muciniphila	GCF_000020225
k__Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Candida_glabrata	k__Eukaryota
k__Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Nakaseomyces	Candida_glabrata	GCA_000002545
k__Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Naumovozyma	Naumovozyma_unclassified	k__Eukaryota
k__Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	k__Eukaryota
k__Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces	Saccharomyces_cerevisiae	GCA_000146045
k__Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_noname	Candida	Candida_unclassified	k__Eukaryota
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Felixounalikevirus	Erwinia_phage_phiEa21_4	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Felixounalikevirus	Erwinia_phage_phiEa21_4	Erwinia_phage_phiEa21_4_unclassified
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Myoviridae_noname	Cronobacter_phage_CR5	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Myoviridae_noname	Cronobacter_phage_CR5	PRJNA209076
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Myoviridae_noname	Escherichia_phage_phAPEC8	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Myoviridae_noname	Escherichia_phage_phAPEC8	PRJNA185315
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Myoviridae_noname	Streptococcus_phage_EJ_1	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	Myoviridae_noname	Streptococcus_phage_EJ_1	PRJNA14604
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	P2likeviruses	Enterobacteria_phage_PsP3	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	P2likeviruses	Enterobacteria_phage_PsP3	PRJNA14345
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	PhiCD119likevirus	PhiCD119likevirus_unclassified	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Enterobacteria_phage_RB69	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Enterobacteria_phage_RB69	PRJNA15141
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Enterobacteria_phage_vB_EcoM_ACG_C40	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Enterobacteria_phage_vB_EcoM_ACG_C40	PRJNA179415
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Escherichia_phage_wV7	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Escherichia_phage_wV7	PRJNA181232
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Klebsiella_phage_KP15	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Klebsiella_phage_KP15	PRJNA47333
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Shigella_phage_Shfl2	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Myoviridae	T4likevirus	Shigella_phage_Shfl2	PRJNA66347
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Epsilon15likevirus	Epsilon15likevirus_unclassified	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	P22likevirus	P22likevirus_unclassified	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Clostridium_phage_phi24R	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Clostridium_phage_phi24R	PRJNA181218
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Enterobacteria_phage_Min27	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Enterobacteria_phage_Min27	PRJNA29143
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Klebsiella_phage_KP34	k__Viruses
k__Viruses	Viruses_noname	Viruses_noname	Caudovirales	Podoviridae	Podoviridae_noname	Klebsiella_phage_KP34	PRJNA42781
